order_date,order_id,customer_name,customer_segment,product_name,product_category,product_subcategory,product_manufacturer,shipping_city,shipping_state,shipping_region,shipping_date,shipping_mode,quantity,order_discount,order_profits,order_profit_ratio,order_sales
2018-11-02,US-2018-115609,Cindy Stewart,Consumer,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,Appliances,Fellowes,Los Angeles,California,West,2018-11-07,Standard Class,5.0,0.0,44.0,0.26,168.0
2018-11-11,US-2018-116491,Patrick Gardner,Consumer,OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,Phones,OtterBox,Dallas,Texas,Central,2018-11-13,First Class,2.0,0.2,12.0,0.35,35.0
2018-11-17,US-2018-116505,Trudy Brown,Consumer,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,Angle-D,Hagerstown,Maryland,East,2018-11-21,Second Class,6.0,0.0,21.0,0.47,44.0
2018-09-15,US-2018-116652,Rick Duston,Consumer,Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,Binders,Cardinal,San Francisco,California,West,2018-09-19,Standard Class,1.0,0.2,1.0,0.31,3.0
2018-09-15,US-2018-116652,Rick Duston,Consumer,Peel-Off China Markers,Office Supplies,Art,Other,San Francisco,California,West,2018-09-19,Standard Class,10.0,0.0,42.0,0.42,99.0
2018-09-15,US-2018-116652,Rick Duston,Consumer,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Appliances,Belkin,San Francisco,California,West,2018-09-19,Standard Class,2.0,0.0,31.0,0.28,109.0
2018-09-15,US-2018-116652,Rick Duston,Consumer,"Leather Task Chair, Black",Furniture,Chairs,Other,San Francisco,California,West,2018-09-19,Standard Class,3.0,0.2,0.0,0.0,218.0
2018-09-15,US-2018-116652,Rick Duston,Consumer,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings,Tenex,San Francisco,California,West,2018-09-19,Standard Class,5.0,0.0,106.0,0.2,530.0
2018-11-12,US-2018-116659,Nat Gilpin,Corporate,Jabra SPEAK 410 Multidevice Speakerphone,Technology,Phones,Jabra,Newark,Ohio,East,2018-11-12,Same Day,3.0,0.4,-93.0,-0.25,371.0
2018-12-17,US-2018-116701,Logan Currie,Consumer,Eureka Sanitaire  Commercial Upright,Office Supplies,Appliances,Eureka,Dallas,Texas,Central,2018-12-21,Second Class,2.0,0.8,-179.0,-2.7,66.0
2018-05-27,US-2018-116897,James Galang,Consumer,"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,Furnishings,Eldon,Pocatello,Idaho,West,2018-05-29,First Class,4.0,0.0,15.0,0.42,35.0
2018-05-27,US-2018-116897,James Galang,Consumer,Nokia Lumia 925,Technology,Phones,Nokia,Pocatello,Idaho,West,2018-05-29,First Class,3.0,0.2,23.0,0.08,302.0
2018-05-27,US-2018-116897,James Galang,Consumer,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,Fellowes,Pocatello,Idaho,West,2018-05-29,First Class,5.0,0.0,29.0,0.06,477.0
2018-10-09,US-2018-117247,Cyma Kinney,Corporate,Hon 61000 Series Interactive Training Tables,Furniture,Tables,Hon,Aurora,Illinois,Central,2018-10-14,Standard Class,3.0,0.5,-43.0,-0.64,67.0
2018-10-09,US-2018-117247,Cyma Kinney,Corporate,"Bevis Oval Conference Table, Walnut",Furniture,Tables,Bevis,Aurora,Illinois,Central,2018-10-14,Standard Class,5.0,0.5,-431.0,-0.66,652.0
2018-10-21,US-2018-117331,Natalie DeCherney,Consumer,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders,Other,Glendale,Arizona,West,2018-10-28,Standard Class,1.0,0.7,-7.0,-0.77,9.0
2018-09-04,US-2018-117450,Doug O'Connell,Consumer,Xerox 213,Office Supplies,Paper,Xerox,Boynton Beach,Florida,South,2018-09-08,Standard Class,2.0,0.2,4.0,0.35,10.0
2018-09-04,US-2018-117450,Doug O'Connell,Consumer,"Global Value Steno Chair, Gray",Furniture,Chairs,Global,Boynton Beach,Florida,South,2018-09-08,Standard Class,2.0,0.2,6.0,0.06,97.0
2018-03-25,US-2018-117534,Christina VanderZanden,Consumer,Staples in misc. colors,Office Supplies,Art,Staples in misc. colors,Fresno,California,West,2018-03-26,First Class,9.0,0.0,4.0,0.28,16.0
2018-03-25,US-2018-117534,Christina VanderZanden,Consumer,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,Appliances,Acco,Fresno,California,West,2018-03-26,First Class,4.0,0.0,46.0,0.26,176.0
2018-03-25,US-2018-117534,Christina VanderZanden,Consumer,Avery Arch Ring Binders,Office Supplies,Binders,Avery,Fresno,California,West,2018-03-26,First Class,4.0,0.2,63.0,0.34,186.0
2018-03-25,US-2018-117534,Christina VanderZanden,Consumer,Clearsounds A400,Technology,Phones,Clearsounds,Fresno,California,West,2018-03-26,First Class,4.0,0.2,16.0,0.08,211.0
2018-03-25,US-2018-117534,Christina VanderZanden,Consumer,Hewlett Packard 310 Color Digital Copier,Technology,Copiers,Hewlett-Packard,Fresno,California,West,2018-03-26,First Class,2.0,0.2,60.0,0.13,480.0
2018-08-15,US-2018-117723,Dionis Lloyd,Corporate,Tennsco Single-Tier Lockers,Office Supplies,Storage,Tennsco,Philadelphia,Pennsylvania,East,2018-08-18,Second Class,6.0,0.2,-338.0,-0.19,1802.0
2018-12-09,US-2018-118038,Ken Brennan,Corporate,Economy Binders,Office Supplies,Binders,Other,Houston,Texas,Central,2018-12-11,First Class,3.0,0.8,-2.0,-1.55,1.0
2018-12-09,US-2018-118038,Ken Brennan,Corporate,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,Other,Houston,Texas,Central,2018-12-11,First Class,3.0,0.6,-6.0,-0.6,10.0
2018-12-09,US-2018-118038,Ken Brennan,Corporate,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,Other,Houston,Texas,Central,2018-12-11,First Class,3.0,0.2,3.0,0.1,27.0
2018-09-09,US-2018-118087,Stefania Perrino,Corporate,Wilson Jones Standard D-Ring Binders,Office Supplies,Binders,Wilson Jones,Philadelphia,Pennsylvania,East,2018-09-13,Standard Class,2.0,0.7,-2.0,-0.77,3.0
2018-09-09,US-2018-118087,Stefania Perrino,Corporate,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,GBC,Philadelphia,Pennsylvania,East,2018-09-13,Standard Class,1.0,0.7,-4.0,-0.8,5.0
2018-09-09,US-2018-118087,Stefania Perrino,Corporate,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art,Quartet,Philadelphia,Pennsylvania,East,2018-09-13,Standard Class,1.0,0.2,2.0,0.34,5.0
2018-09-09,US-2018-118087,Stefania Perrino,Corporate,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,Furnishings,Eldon,Philadelphia,Pennsylvania,East,2018-09-13,Standard Class,2.0,0.2,2.0,0.1,17.0
2018-09-09,US-2018-118087,Stefania Perrino,Corporate,Microsoft Sculpt Comfort Mouse,Technology,Accessories,Microsoft,Philadelphia,Pennsylvania,East,2018-09-13,Standard Class,3.0,0.2,29.0,0.3,96.0
2018-09-09,US-2018-118087,Stefania Perrino,Corporate,Global Low Back Tilter Chair,Furniture,Chairs,Global,Philadelphia,Pennsylvania,East,2018-09-13,Standard Class,2.0,0.3,-48.0,-0.34,141.0
2018-09-09,US-2018-118087,Stefania Perrino,Corporate,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,Plantronics,Philadelphia,Pennsylvania,East,2018-09-13,Standard Class,3.0,0.2,65.0,0.25,259.0
2018-09-09,US-2018-118087,Stefania Perrino,Corporate,Samsung Galaxy Note 2,Technology,Phones,Samsung,Philadelphia,Pennsylvania,East,2018-09-13,Standard Class,7.0,0.4,-386.0,-0.2,1932.0
2018-11-14,US-2018-118157,Arthur Wiediger,Home Office,Security-Tint Envelopes,Office Supplies,Envelopes,Other,Minneapolis,Minnesota,Central,2018-11-17,First Class,2.0,0.0,7.0,0.49,15.0
2018-02-11,US-2018-118535,Don Jones,Corporate,Avery 473,Office Supplies,Labels,Avery,New York City,New York,East,2018-02-15,Standard Class,2.0,0.0,10.0,0.48,21.0
2018-05-28,US-2018-118556,Tiffany House,Corporate,Storex Dura Pro Binders,Office Supplies,Binders,Storex,Chicago,Illinois,Central,2018-06-02,Second Class,3.0,0.8,-6.0,-1.75,4.0
2018-05-28,US-2018-118556,Tiffany House,Corporate,"Global Task Chair, Black",Furniture,Chairs,Global,Chicago,Illinois,Central,2018-06-02,Second Class,3.0,0.3,-29.0,-0.27,107.0
2018-11-16,US-2018-118598,Charlotte Melton,Consumer,iOttie HLCRIO102 Car Mount,Technology,Phones,iOttie,Utica,New York,East,2018-11-16,Same Day,6.0,0.0,6.0,0.05,120.0
2018-08-12,US-2018-118941,Brenda Bowman,Corporate,Newell 312,Office Supplies,Art,Newell,Columbia,Maryland,East,2018-08-12,Same Day,3.0,0.0,5.0,0.3,18.0
2018-08-12,US-2018-118941,Brenda Bowman,Corporate,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art,Boston,Columbia,Maryland,East,2018-08-12,Same Day,5.0,0.0,59.0,0.27,220.0
2018-08-12,US-2018-118941,Brenda Bowman,Corporate,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Chairs,Hon,Columbia,Maryland,East,2018-08-12,Same Day,5.0,0.0,374.0,0.21,1780.0
2018-03-06,US-2018-119039,Ben Ferrer,Home Office,Economy Binders,Office Supplies,Binders,Other,San Francisco,California,West,2018-03-10,Standard Class,9.0,0.2,5.0,0.36,15.0
2018-11-06,US-2018-119319,Liz Carlisle,Consumer,"Linden 10"" Round Wall Clock, Black",Furniture,Furnishings,Linden,Dallas,Texas,Central,2018-11-09,Second Class,5.0,0.6,-20.0,-0.65,31.0
2018-03-18,US-2018-119438,Carol Darley,Consumer,Hoover Portapower Portable Vacuum,Office Supplies,Appliances,Hoover,Tyler,Texas,Central,2018-03-23,Standard Class,3.0,0.8,-7.0,-2.75,3.0
2018-03-18,US-2018-119438,Carol Darley,Consumer,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Technology,Accessories,Verbatim,Tyler,Texas,Central,2018-03-23,Standard Class,3.0,0.2,5.0,0.16,28.0
2018-03-18,US-2018-119438,Carol Darley,Consumer,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,Furnishings,Howard Miller,Tyler,Texas,Central,2018-03-23,Standard Class,3.0,0.6,-41.0,-0.5,83.0
2018-03-18,US-2018-119438,Carol Darley,Consumer,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,Ibico,Tyler,Texas,Central,2018-03-23,Standard Class,3.0,0.8,-320.0,-1.75,183.0
2018-11-13,US-2018-119662,Christopher Schild,Home Office,Safco Industrial Wire Shelving,Office Supplies,Storage,SAFCO,Chicago,Illinois,Central,2018-11-16,First Class,3.0,0.2,-49.0,-0.21,230.0
2018-03-04,US-2018-119816,Tonja Turnell,Home Office,Avery 497,Office Supplies,Labels,Avery,Houston,Texas,Central,2018-03-06,Second Class,1.0,0.2,1.0,0.35,2.0
2018-03-04,US-2018-119816,Tonja Turnell,Home Office,Crate-A-Files,Office Supplies,Storage,Other,Houston,Texas,Central,2018-03-06,Second Class,1.0,0.2,1.0,0.07,9.0
2018-03-04,US-2018-119816,Tonja Turnell,Home Office,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,Howard Miller,Houston,Texas,Central,2018-03-06,Second Class,5.0,0.6,-78.0,-0.75,104.0
2018-11-30,US-2018-120089,Max Ludwig,Home Office,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,Appliances,Kensington,Toledo,Ohio,East,2018-11-30,Same Day,4.0,0.2,83.0,0.13,664.0
2018-03-30,US-2018-120147,Tom Boeckenhauer,Consumer,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,Other,Los Angeles,California,West,2018-03-30,Same Day,2.0,0.0,2.0,0.34,6.0
2018-03-30,US-2018-120147,Tom Boeckenhauer,Consumer,AT&T CL83451 4-Handset Telephone,Technology,Phones,AT&T,Los Angeles,California,West,2018-03-30,Same Day,1.0,0.2,19.0,0.11,165.0
2018-10-19,US-2018-120390,Tracy Hopkins,Home Office,GBC DocuBind P400 Electric Binding System,Office Supplies,Binders,GBC,Burlington,North Carolina,South,2018-10-26,Standard Class,4.0,0.7,-1307.0,-0.8,1633.0
2018-06-11,US-2018-120418,Becky Castell,Home Office,Newell 319,Office Supplies,Art,Newell,Peoria,Arizona,West,2018-06-12,First Class,1.0,0.2,2.0,0.13,16.0
2018-06-11,US-2018-120418,Becky Castell,Home Office,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,Other,Peoria,Arizona,West,2018-06-12,First Class,4.0,0.2,8.0,0.11,68.0
2018-06-11,US-2018-120418,Becky Castell,Home Office,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,Art,Boston,Peoria,Arizona,West,2018-06-12,First Class,5.0,0.2,7.0,0.08,88.0
2018-06-11,US-2018-120418,Becky Castell,Home Office,Fellowes Officeware Wire Shelving,Office Supplies,Storage,Fellowes,Peoria,Arizona,West,2018-06-12,First Class,3.0,0.2,-49.0,-0.23,216.0
2018-06-11,US-2018-120418,Becky Castell,Home Office,Global Leather Executive Chair,Furniture,Chairs,Global,Peoria,Arizona,West,2018-06-12,First Class,1.0,0.2,35.0,0.13,281.0
2018-05-19,US-2018-120607,John Castell,Consumer,Tops White Computer Printout Paper,Office Supplies,Paper,TOPS,Atlanta,Georgia,South,2018-05-19,Same Day,4.0,0.0,92.0,0.47,196.0
2018-01-20,US-2018-120649,Jeremy Farry,Consumer,Newell 326,Office Supplies,Art,Newell,Waterbury,Connecticut,East,2018-01-26,Standard Class,2.0,0.0,1.0,0.29,4.0
2018-09-30,US-2018-120908,Barbara Fisher,Corporate,Self-Adhesive Address Labels for Typewriters with Dispenser Box,Office Supplies,Labels,Other,Philadelphia,Pennsylvania,East,2018-10-02,First Class,7.0,0.2,7.0,0.34,21.0
2018-03-26,US-2018-121251,Gary McGarr,Consumer,Nokia Lumia 521 (T-Mobile),Technology,Phones,Nokia,New York City,New York,East,2018-03-27,First Class,4.0,0.0,34.0,0.28,120.0
2018-03-26,US-2018-121251,Gary McGarr,Consumer,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases,Sauder,New York City,New York,East,2018-03-27,First Class,2.0,0.2,-29.0,-0.11,258.0
2018-09-03,US-2018-122637,Emily Phan,Consumer,"Premier Elliptical Ring Binder, Black",Office Supplies,Binders,Premier,Chicago,Illinois,Central,2018-09-08,Second Class,7.0,0.8,-68.0,-1.6,43.0
2018-11-04,US-2018-122672,Henry Goldwyn,Corporate,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,SanDisk,Lancaster,Ohio,East,2018-11-09,Standard Class,4.0,0.2,-6.0,-0.09,71.0
2018-11-04,US-2018-122672,Henry Goldwyn,Corporate,"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Storage,Carina,Lancaster,Ohio,East,2018-11-09,Standard Class,3.0,0.2,-44.0,-0.23,194.0
2018-12-07,US-2018-122714,Henry Goldwyn,Corporate,Ibico EPK-21 Electric Binding System,Office Supplies,Binders,Ibico,Chicago,Illinois,Central,2018-12-13,Standard Class,5.0,0.8,-2929.0,-1.55,1890.0
2018-07-21,US-2018-123204,Cari Schnelling,Consumer,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Office Supplies,Appliances,Eureka,New York City,New York,East,2018-07-27,Standard Class,4.0,0.0,5.0,0.26,17.0
2018-04-02,US-2018-123281,Jamie Frazer,Consumer,Westinghouse Clip-On Gooseneck Lamps,Furniture,Furnishings,Westinghouse,Los Angeles,California,West,2018-04-07,Standard Class,3.0,0.0,7.0,0.26,25.0
2018-12-23,US-2018-123463,Gary Zandusky,Consumer,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,Art,Binney & Smith,San Francisco,California,West,2018-12-23,Same Day,4.0,0.0,6.0,0.44,13.0
2018-07-21,US-2018-123834,Gene McClure,Consumer,Hon 61000 Series Interactive Training Tables,Furniture,Tables,Hon,Pharr,Texas,Central,2018-07-25,Standard Class,4.0,0.3,-21.0,-0.17,124.0
2018-01-07,US-2018-123862,Jamie Frazer,Consumer,Staples,Office Supplies,Fasteners,Other,Long Beach,California,West,2018-01-09,Second Class,1.0,0.0,4.0,0.45,8.0
2018-01-07,US-2018-123862,Jamie Frazer,Consumer,Tennsco Commercial Shelving,Office Supplies,Storage,Tennsco,Long Beach,California,West,2018-01-09,Second Class,3.0,0.0,1.0,0.01,61.0
2018-01-07,US-2018-123862,Jamie Frazer,Consumer,Acme Galleria Hot Forged Steel Scissors with Colored Handles,Office Supplies,Supplies,Acme,Long Beach,California,West,2018-01-09,Second Class,7.0,0.0,32.0,0.29,110.0
2018-01-07,US-2018-123862,Jamie Frazer,Consumer,Eldon Fold 'N Roll Cart System,Office Supplies,Storage,Eldon,Long Beach,California,West,2018-01-09,Second Class,11.0,0.0,45.0,0.29,154.0
2018-07-06,US-2018-124303,Fred Hopkins,Corporate,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,Pressboard,Philadelphia,Pennsylvania,East,2018-07-13,Standard Class,2.0,0.7,-2.0,-0.77,3.0
2018-07-06,US-2018-124303,Fred Hopkins,Corporate,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper,Wirebound,Philadelphia,Pennsylvania,East,2018-07-13,Standard Class,3.0,0.2,6.0,0.36,16.0
2018-09-08,US-2018-124779,Barry Französisch,Corporate,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings,DAX,Arlington,Texas,Central,2018-09-11,First Class,2.0,0.6,-12.0,-0.55,21.0
2018-09-08,US-2018-124779,Barry Französisch,Corporate,Xerox 205,Office Supplies,Paper,Xerox,Arlington,Texas,Central,2018-09-11,First Class,4.0,0.2,7.0,0.35,21.0
2018-09-08,US-2018-124779,Barry Französisch,Corporate,"Premier Elliptical Ring Binder, Black",Office Supplies,Binders,Premier,Arlington,Texas,Central,2018-09-11,First Class,7.0,0.8,-68.0,-1.6,43.0
2018-09-08,US-2018-124779,Barry Französisch,Corporate,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Fasteners,Other,Arlington,Texas,Central,2018-09-11,First Class,5.0,0.2,15.0,0.34,46.0
2018-09-08,US-2018-124779,Barry Französisch,Corporate,"Global Armless Task Chair, Royal Blue",Furniture,Chairs,Global,Arlington,Texas,Central,2018-09-11,First Class,5.0,0.3,-40.0,-0.19,213.0
2018-09-08,US-2018-124779,Barry Französisch,Corporate,Canon PC-428 Personal Copier,Technology,Copiers,Canon,Arlington,Texas,Central,2018-09-11,First Class,2.0,0.2,108.0,0.34,320.0
2018-06-25,US-2018-124821,Anne McFarland,Consumer,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables,Chromcraft,Seattle,Washington,West,2018-06-29,Second Class,4.0,0.0,148.0,0.17,871.0
2018-11-13,US-2018-124926,Maria Etezadi,Home Office,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,Appliances,Hoover,Houston,Texas,Central,2018-11-18,Second Class,6.0,0.8,-25.0,-2.65,9.0
2018-09-08,US-2018-124968,Michelle Moray,Consumer,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Tables,Other,Chicago,Illinois,Central,2018-09-13,Second Class,7.0,0.5,-567.0,-0.74,766.0
2018-12-11,US-2018-125213,Nona Balk,Corporate,Stockwell Push Pins,Office Supplies,Fasteners,Stockwell,Paterson,New Jersey,East,2018-12-13,First Class,3.0,0.0,2.0,0.33,7.0
2018-09-23,US-2018-125647,Lena Cacioppo,Consumer,Xerox 217,Office Supplies,Paper,Xerox,Chicago,Illinois,Central,2018-09-28,Standard Class,4.0,0.2,7.0,0.35,21.0
2018-09-23,US-2018-125647,Lena Cacioppo,Consumer,OtterBox Commuter Series Case - Samsung Galaxy S4,Technology,Phones,OtterBox,Chicago,Illinois,Central,2018-09-28,Standard Class,2.0,0.2,-9.0,-0.23,40.0
2018-09-23,US-2018-125647,Lena Cacioppo,Consumer,Euro Pro Shark Stick Mini Vacuum,Office Supplies,Appliances,Euro Pro,Chicago,Illinois,Central,2018-09-28,Standard Class,6.0,0.8,-198.0,-2.7,73.0
2018-09-28,US-2018-125717,Darrin Sayre,Home Office,Xerox 1992,Office Supplies,Paper,Xerox,Aurora,Colorado,West,2018-10-01,First Class,3.0,0.2,5.0,0.36,14.0
2018-09-28,US-2018-125717,Darrin Sayre,Home Office,Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings,Dana,Aurora,Colorado,West,2018-10-01,First Class,1.0,0.2,3.0,0.1,33.0
2018-09-28,US-2018-125717,Darrin Sayre,Home Office,Lenovo 17-Key USB Numeric Keypad,Technology,Accessories,Other,Aurora,Colorado,West,2018-10-01,First Class,2.0,0.2,1.0,0.02,54.0
2018-09-28,US-2018-125717,Darrin Sayre,Home Office,GBC DocuBind P50 Personal Binding Machine,Office Supplies,Binders,GBC,Aurora,Colorado,West,2018-10-01,First Class,4.0,0.7,-59.0,-0.77,77.0
2018-09-28,US-2018-125717,Darrin Sayre,Home Office,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage,Gould Plastics,Aurora,Colorado,West,2018-10-01,First Class,2.0,0.2,-29.0,-0.2,147.0
2018-09-28,US-2018-125717,Darrin Sayre,Home Office,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,Kensington,Aurora,Colorado,West,2018-10-01,First Class,2.0,0.2,26.0,0.13,210.0
2018-11-12,US-2018-125808,Emily Phan,Consumer,Xerox 1899,Office Supplies,Paper,Xerox,Los Angeles,California,West,2018-11-15,Second Class,2.0,0.0,6.0,0.49,12.0
2018-12-05,US-2018-126053,Carlos Soltero,Consumer,Self-Adhesive Removable Labels,Office Supplies,Labels,Other,New York City,New York,East,2018-12-08,First Class,3.0,0.0,5.0,0.48,9.0
2018-12-05,US-2018-126053,Carlos Soltero,Consumer,Magnifier Swing Arm Lamp,Furniture,Furnishings,Other,New York City,New York,East,2018-12-08,First Class,2.0,0.0,11.0,0.26,42.0
2018-04-14,US-2018-126060,Dorothy Wardle,Corporate,Sauder Cornerstone Collection Library,Furniture,Bookcases,Sauder,Fayetteville,North Carolina,South,2018-04-18,Standard Class,8.0,0.2,-32.0,-0.16,198.0
2018-06-29,US-2018-126081,Fred Chung,Corporate,Xerox 218,Office Supplies,Paper,Xerox,Mesquite,Texas,Central,2018-07-04,Standard Class,1.0,0.2,2.0,0.35,5.0
2018-07-03,US-2018-126179,Chuck Sachs,Consumer,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,Furnishings,Westinghouse,Columbus,Georgia,South,2018-07-07,Standard Class,1.0,0.0,6.0,0.23,24.0
2018-07-03,US-2018-126179,Chuck Sachs,Consumer,Pyle PMP37LED,Technology,Phones,Pyle,Columbus,Georgia,South,2018-07-07,Standard Class,3.0,0.0,78.0,0.27,288.0
2018-01-19,US-2018-127292,Raymond Messe,Consumer,Poly String Tie Envelopes,Office Supplies,Envelopes,Poly,Burlington,Vermont,East,2018-01-23,Standard Class,1.0,0.0,1.0,0.47,2.0
2018-01-19,US-2018-127292,Raymond Messe,Consumer,Xerox 1881,Office Supplies,Paper,Xerox,Burlington,Vermont,East,2018-01-23,Standard Class,1.0,0.0,6.0,0.47,12.0
2018-01-19,US-2018-127292,Raymond Messe,Consumer,Xerox 191,Office Supplies,Paper,Xerox,Burlington,Vermont,East,2018-01-23,Standard Class,4.0,0.0,38.0,0.47,80.0
2018-01-19,US-2018-127292,Raymond Messe,Consumer,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,Avanti,Burlington,Vermont,East,2018-01-23,Standard Class,3.0,0.0,152.0,0.28,543.0
2018-01-29,US-2018-127341,Clytie Kelty,Consumer,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,Binders,GBC,Chicago,Illinois,Central,2018-02-02,Standard Class,4.0,0.8,-21.0,-1.7,12.0
2018-07-21,US-2018-127719,Tamara Willingham,Home Office,Xerox 1993,Office Supplies,Paper,Xerox,Plainfield,New Jersey,East,2018-07-25,Standard Class,1.0,0.0,3.0,0.49,6.0
2018-11-24,US-2018-128118,Maribeth Yedwab,Corporate,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Office Supplies,Binders,Other,Memphis,Tennessee,South,2018-12-01,Standard Class,3.0,0.7,-8.0,-0.67,12.0
2018-11-24,US-2018-128118,Maribeth Yedwab,Corporate,"Peel & Seel Recycled Catalog Envelopes, Brown",Office Supplies,Envelopes,Peel & Seel,Memphis,Tennessee,South,2018-12-01,Standard Class,7.0,0.2,24.0,0.38,65.0
2018-05-02,US-2018-128398,Elizabeth Moffitt,Corporate,Logitech MX Performance Wireless Mouse,Technology,Accessories,Logitech,Los Angeles,California,West,2018-05-05,Second Class,4.0,0.0,59.0,0.37,160.0
2018-11-10,US-2018-128447,Michael Chen,Consumer,GBC VeloBinder Manual Binding System,Office Supplies,Binders,GBC,Pasco,Washington,West,2018-11-17,Standard Class,1.0,0.2,10.0,0.35,29.0
2018-11-10,US-2018-128447,Michael Chen,Consumer,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,Appliances,Eureka,Pasco,Washington,West,2018-11-17,Standard Class,5.0,0.0,112.0,0.28,401.0
2018-04-24,US-2018-128832,Linda Southworth,Corporate,V7 USB Numeric Keypad,Technology,Accessories,Other,Providence,Rhode Island,East,2018-04-27,First Class,2.0,0.0,5.0,0.07,70.0
2018-07-15,US-2018-128951,Ricardo Sperren,Corporate,Xerox 1999,Office Supplies,Paper,Xerox,Suffolk,Virginia,South,2018-07-17,First Class,2.0,0.0,6.0,0.48,13.0
2018-07-15,US-2018-128951,Ricardo Sperren,Corporate,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,Appliances,Belkin,Suffolk,Virginia,South,2018-07-17,First Class,3.0,0.0,50.0,0.28,180.0
2018-07-15,US-2018-128951,Ricardo Sperren,Corporate,Hon 5100 Series Wood Tables,Furniture,Tables,Hon,Suffolk,Virginia,South,2018-07-17,First Class,3.0,0.0,157.0,0.18,873.0
2018-04-17,US-2018-129203,Brendan Murry,Corporate,Carina Media Storage Towers in Natural & Black,Office Supplies,Storage,Carina,Chicago,Illinois,Central,2018-04-22,Standard Class,4.0,0.2,-44.0,-0.23,195.0
2018-03-17,US-2018-129224,Ann Steele,Home Office,Avery 474,Office Supplies,Labels,Avery,Knoxville,Tennessee,South,2018-03-23,Standard Class,2.0,0.2,2.0,0.36,5.0
2018-09-07,US-2018-129441,Jasper Cacioppo,Consumer,Tenex Chairmats For Use With Carpeted Floors,Furniture,Furnishings,Tenex,Los Angeles,California,West,2018-09-11,Standard Class,3.0,0.0,2.0,0.05,48.0
2018-07-03,US-2018-129777,Frank Merwin,Home Office,Xerox 1881,Office Supplies,Paper,Xerox,Quincy,Massachusetts,East,2018-07-09,Standard Class,2.0,0.0,12.0,0.47,25.0
